category,year,share,country
p99p100,1924,,uk
p99p100,1925,,uk
p99p100,1926,,uk
p99p100,1927,,uk
p99p100,1928,,uk
p99p100,1929,,uk
p99p100,1930,0.1944,uk
p99p100,1931,,uk
p99p100,1932,,uk
p99p100,1933,,uk
p99p100,1934,,uk
p99p100,1935,,uk
p99p100,1936,,uk
p99p100,1937,,uk
p99p100,1938,,uk
p99p100,1939,,uk
p99p100,1940,0.156,uk
p99p100,1941,,uk
p99p100,1942,,uk
p99p100,1943,,uk
p99p100,1944,,uk
p99p100,1945,,uk
p99p100,1946,,uk
p99p100,1947,,uk
p99p100,1948,,uk
p99p100,1949,,uk
p99p100,1950,0.1118,uk
p99p100,1951,,uk
p99p100,1952,,uk
p99p100,1953,,uk
p99p100,1954,,uk
p99p100,1955,,uk
p99p100,1956,,uk
p99p100,1957,,uk
p99p100,1958,,uk
p99p100,1959,,uk
p99p100,1960,0.0887,uk
p99p100,1961,,uk
p99p100,1962,,uk
p99p100,1963,,uk
p99p100,1964,,uk
p99p100,1965,,uk
p99p100,1966,,uk
p99p100,1967,,uk
p99p100,1968,,uk
p99p100,1969,,uk
p99p100,1970,0.0742,uk
p99p100,1971,,uk
p99p100,1972,,uk
p99p100,1973,,uk
p99p100,1974,,uk
p99p100,1975,,uk
p99p100,1976,,uk
p99p100,1977,,uk
p99p100,1978,,uk
p99p100,1979,,uk
p99p100,1980,0.0717,uk
p99p100,1981,0.0717,uk
p99p100,1982,0.0732,uk
p99p100,1983,0.0727,uk
p99p100,1984,0.0752,uk
p99p100,1985,0.0771,uk
p99p100,1986,0.0791,uk
p99p100,1987,0.0808,uk
p99p100,1988,0.0858,uk
p99p100,1989,0.0814,uk
p99p100,1990,0.0815,uk
p99p100,1991,0.0821,uk
p99p100,1992,0.0774,uk
p99p100,1993,0.0872,uk
p99p100,1994,0.0992,uk
p99p100,1995,0.1003,uk
p99p100,1996,0.1148,uk
p99p100,1997,0.1192,uk
p99p100,1998,0.1281,uk
p99p100,1999,0.1201,uk
p99p100,2000,0.1163,uk
p99p100,2001,0.1157,uk
p99p100,2002,0.1185,uk
p99p100,2003,0.1296,uk
p99p100,2004,0.1284,uk
p99p100,2005,0.141,uk
p99p100,2006,0.145,uk
p99p100,2007,0.1454,uk
p99p100,2008,0.1393,uk
p99p100,2009,0.1415,uk
p99p100,2010,0.1214,uk
p99p100,2011,0.1301,uk
p99p100,2012,0.1265,uk
p99p100,2013,0.137,uk
p99p100,2014,0.1324,uk
p99p100,2015,0.1224,uk
p99p100,2016,0.124,uk
p99p100,2017,0.1331,uk
p99p100,2018,0.1296,uk
p99p100,2019,0.1261,uk
p99p100,2020,0.131,uk
p99p100,2021,0.131,uk
p99p100,2022,0.131,uk
p99p100,2023,0.131,uk
p0p50,1820,0.14,usa
p0p50,1821,,usa
p0p50,1822,,usa
p0p50,1823,,usa
p0p50,1824,,usa
p0p50,1825,,usa
p0p50,1826,,usa
p0p50,1827,,usa
p0p50,1828,,usa
p0p50,1829,,usa
p0p50,1830,,usa
p0p50,1831,,usa
p0p50,1832,,usa
p0p50,1833,,usa
p0p50,1834,,usa
p0p50,1835,,usa
p0p50,1836,,usa
p0p50,1837,,usa
p0p50,1838,,usa
p0p50,1839,,usa
p0p50,1840,,usa
p0p50,1841,,usa
p0p50,1842,,usa
p0p50,1843,,usa
p0p50,1844,,usa
p0p50,1845,,usa
p0p50,1846,,usa
p0p50,1847,,usa
p0p50,1848,,usa
p0p50,1849,,usa
p0p50,1850,0.11,usa
p0p50,1851,,usa
p0p50,1852,,usa
p0p50,1853,,usa
p0p50,1854,,usa
p0p50,1855,,usa
p0p50,1856,,usa
p0p50,1857,,usa
p0p50,1858,,usa
p0p50,1859,,usa
p0p50,1860,,usa
p0p50,1861,,usa
p0p50,1862,,usa
p0p50,1863,,usa
p0p50,1864,,usa
p0p50,1865,,usa
p0p50,1866,,usa
p0p50,1867,,usa
p0p50,1868,,usa
p0p50,1869,,usa
p0p50,1870,,usa
p0p50,1871,,usa
p0p50,1872,,usa
p0p50,1873,,usa
p0p50,1874,,usa
p0p50,1875,,usa
p0p50,1876,,usa
p0p50,1877,,usa
p0p50,1878,,usa
p0p50,1879,,usa
p0p50,1880,0.1504,usa
p0p50,1881,,usa
p0p50,1882,,usa
p0p50,1883,,usa
p0p50,1884,,usa
p0p50,1885,,usa
p0p50,1886,,usa
p0p50,1887,,usa
p0p50,1888,,usa
p0p50,1889,,usa
p0p50,1890,,usa
p0p50,1891,,usa
p0p50,1892,,usa
p0p50,1893,,usa
p0p50,1894,,usa
p0p50,1895,,usa
p0p50,1896,,usa
p0p50,1897,,usa
p0p50,1898,,usa
p0p50,1899,,usa
p0p50,1900,0.1453,usa
p0p50,1901,,usa
p0p50,1902,,usa
p0p50,1903,,usa
p0p50,1904,,usa
p0p50,1905,,usa
p0p50,1906,,usa
p0p50,1907,,usa
p0p50,1908,,usa
p0p50,1909,,usa
p0p50,1910,0.151,usa
p0p50,1911,,usa
p0p50,1912,,usa
p0p50,1913,0.151,usa
p0p50,1914,0.1491,usa
p0p50,1915,0.1513,usa
p0p50,1916,0.1473,usa
p0p50,1917,0.1461,usa
p0p50,1918,0.1476,usa
p0p50,1919,0.1437,usa
p0p50,1920,0.1482,usa
p0p50,1921,0.1383,usa
p0p50,1922,0.142,usa
p0p50,1923,0.1488,usa
p0p50,1924,0.1414,usa
p0p50,1925,0.1373,usa
p0p50,1926,0.1356,usa
p0p50,1927,0.1378,usa
p0p50,1928,0.135,usa
p0p50,1929,0.1382,usa
p0p50,1930,0.1389,usa
p0p50,1931,0.1382,usa
p0p50,1932,0.1322,usa
p0p50,1933,0.1329,usa
p0p50,1934,0.1317,usa
p0p50,1935,0.1382,usa
p0p50,1936,0.1388,usa
p0p50,1937,0.1409,usa
p0p50,1938,0.142,usa
p0p50,1939,0.138,usa
p0p50,1940,0.139,usa
p0p50,1941,0.1451,usa
p0p50,1942,0.1768,usa
p0p50,1943,0.1879,usa
p0p50,1944,0.1967,usa
p0p50,1945,0.1582,usa
p0p50,1946,0.1712,usa
p0p50,1947,0.1729,usa
p0p50,1948,0.1739,usa
p0p50,1949,0.171,usa
p0p50,1950,0.1754,usa
p0p50,1951,0.1838,usa
p0p50,1952,0.1896,usa
p0p50,1953,0.1931,usa
p0p50,1954,0.1861,usa
p0p50,1955,0.1877,usa
p0p50,1956,0.1928,usa
p0p50,1957,0.1921,usa
p0p50,1958,0.1842,usa
p0p50,1959,0.1818,usa
p0p50,1960,0.1822,usa
p0p50,1961,0.1772,usa
p0p50,1962,0.1932,usa
p0p50,1963,0.1894,usa
p0p50,1964,0.1858,usa
p0p50,1965,0.1903,usa
p0p50,1966,0.1948,usa
p0p50,1967,0.2073,usa
p0p50,1968,0.2061,usa
p0p50,1969,0.2124,usa
p0p50,1970,0.2112,usa
p0p50,1971,0.2044,usa
p0p50,1972,0.2024,usa
p0p50,1973,0.2043,usa
p0p50,1974,0.21,usa
p0p50,1975,0.2041,usa
p0p50,1976,0.2053,usa
p0p50,1977,0.2027,usa
p0p50,1978,0.2024,usa
p0p50,1979,0.2034,usa
p0p50,1980,0.2008,usa
p0p50,1981,0.1969,usa
p0p50,1982,0.1916,usa
p0p50,1983,0.1832,usa
p0p50,1984,0.1796,usa
p0p50,1985,0.1782,usa
p0p50,1986,0.1761,usa
p0p50,1987,0.1736,usa
p0p50,1988,0.1687,usa
p0p50,1989,0.1698,usa
p0p50,1990,0.1685,usa
p0p50,1991,0.1671,usa
p0p50,1992,0.16,usa
p0p50,1993,0.1611,usa
p0p50,1994,0.1617,usa
p0p50,1995,0.1574,usa
p0p50,1996,0.1547,usa
p0p50,1997,0.1524,usa
p0p50,1998,0.1528,usa
p0p50,1999,0.1514,usa
p0p50,2000,0.1506,usa
p0p50,2001,0.1531,usa
p0p50,2002,0.154,usa
p0p50,2003,0.1509,usa
p0p50,2004,0.1478,usa
p0p50,2005,0.1432,usa
p0p50,2006,0.1408,usa
p0p50,2007,0.1431,usa
p0p50,2008,0.1429,usa
p0p50,2009,0.1425,usa
p0p50,2010,0.1387,usa
p0p50,2011,0.1356,usa
p0p50,2012,0.1315,usa
p0p50,2013,0.1345,usa
p0p50,2014,0.1314,usa
p0p50,2015,0.1321,usa
p0p50,2016,0.1295,usa
p0p50,2017,0.1348,usa
p0p50,2018,0.1334,usa
p0p50,2019,0.1358,usa
p0p50,2020,0.137,usa
p0p50,2021,0.1346,usa
p0p50,2022,0.1334,usa
p0p50,2023,0.1344,usa
p99p100,1820,0.16,usa
p99p100,1821,,usa
p99p100,1822,,usa
p99p100,1823,,usa
p99p100,1824,,usa
p99p100,1825,,usa
p99p100,1826,,usa
p99p100,1827,,usa
p99p100,1828,,usa
p99p100,1829,,usa
p99p100,1830,,usa
p99p100,1831,,usa
p99p100,1832,,usa
p99p100,1833,,usa
p99p100,1834,,usa
p99p100,1835,,usa
p99p100,1836,,usa
p99p100,1837,,usa
p99p100,1838,,usa
p99p100,1839,,usa
p99p100,1840,,usa
p99p100,1841,,usa
p99p100,1842,,usa
p99p100,1843,,usa
p99p100,1844,,usa
p99p100,1845,,usa
p99p100,1846,,usa
p99p100,1847,,usa
p99p100,1848,,usa
p99p100,1849,,usa
p99p100,1850,0.17,usa
p99p100,1851,,usa
p99p100,1852,,usa
p99p100,1853,,usa
p99p100,1854,,usa
p99p100,1855,,usa
p99p100,1856,,usa
p99p100,1857,,usa
p99p100,1858,,usa
p99p100,1859,,usa
p99p100,1860,,usa
p99p100,1861,,usa
p99p100,1862,,usa
p99p100,1863,,usa
p99p100,1864,,usa
p99p100,1865,,usa
p99p100,1866,,usa
p99p100,1867,,usa
p99p100,1868,,usa
p99p100,1869,,usa
p99p100,1870,,usa
p99p100,1871,,usa
p99p100,1872,,usa
p99p100,1873,,usa
p99p100,1874,,usa
p99p100,1875,,usa
p99p100,1876,,usa
p99p100,1877,,usa
p99p100,1878,,usa
p99p100,1879,,usa
p99p100,1880,0.117,usa
p99p100,1881,,usa
p99p100,1882,,usa
p99p100,1883,,usa
p99p100,1884,,usa
p99p100,1885,,usa
p99p100,1886,,usa
p99p100,1887,,usa
p99p100,1888,,usa
p99p100,1889,,usa
p99p100,1890,,usa
p99p100,1891,,usa
p99p100,1892,,usa
p99p100,1893,,usa
p99p100,1894,,usa
p99p100,1895,,usa
p99p100,1896,,usa
p99p100,1897,,usa
p99p100,1898,,usa
p99p100,1899,,usa
p99p100,1900,0.155,usa
p99p100,1901,,usa
p99p100,1902,,usa
p99p100,1903,,usa
p99p100,1904,,usa
p99p100,1905,,usa
p99p100,1906,,usa
p99p100,1907,,usa
p99p100,1908,,usa
p99p100,1909,,usa
p99p100,1910,0.2043,usa
p99p100,1911,,usa
p99p100,1912,,usa
p99p100,1913,0.2043,usa
p99p100,1914,0.2091,usa
p99p100,1915,0.2029,usa
p99p100,1916,0.2136,usa
p99p100,1917,0.2131,usa
p99p100,1918,0.1968,usa
p99p100,1919,0.2164,usa
p99p100,1920,0.1913,usa
p99p100,1921,0.1915,usa
p99p100,1922,0.1858,usa
p99p100,1923,0.177,usa
p99p100,1924,0.1847,usa
p99p100,1925,0.2068,usa
p99p100,1926,0.2194,usa
p99p100,1927,0.2126,usa
p99p100,1928,0.2229,usa
p99p100,1929,0.2218,usa
p99p100,1930,0.194,usa
p99p100,1931,0.1676,usa
p99p100,1932,0.1651,usa
p99p100,1933,0.1751,usa
p99p100,1934,0.1906,usa
p99p100,1935,0.1933,usa
p99p100,1936,0.2094,usa
p99p100,1937,0.2067,usa
p99p100,1938,0.1864,usa
p99p100,1939,0.1957,usa
p99p100,1940,0.2087,usa
p99p100,1941,0.2158,usa
p99p100,1942,0.2059,usa
p99p100,1943,0.1859,usa
p99p100,1944,0.1535,usa
p99p100,1945,0.1425,usa
p99p100,1946,0.1428,usa
p99p100,1947,0.1497,usa
p99p100,1948,0.1631,usa
p99p100,1949,0.1572,usa
p99p100,1950,0.1669,usa
p99p100,1951,0.16,usa
p99p100,1952,0.1497,usa
p99p100,1953,0.1401,usa
p99p100,1954,0.1395,usa
p99p100,1955,0.1461,usa
p99p100,1956,0.1384,usa
p99p100,1957,0.1353,usa
p99p100,1958,0.1268,usa
p99p100,1959,0.1321,usa
p99p100,1960,0.1267,usa
p99p100,1961,0.1253,usa
p99p100,1962,0.1284,usa
p99p100,1963,0.1298,usa
p99p100,1964,0.1311,usa
p99p100,1965,0.1303,usa
p99p100,1966,0.1297,usa
p99p100,1967,0.1237,usa
p99p100,1968,0.1261,usa
p99p100,1969,0.116,usa
p99p100,1970,0.107,usa
p99p100,1971,0.1105,usa
p99p100,1972,0.1108,usa
p99p100,1973,0.1088,usa
p99p100,1974,0.1037,usa
p99p100,1975,0.1043,usa
p99p100,1976,0.1036,usa
p99p100,1977,0.1058,usa
p99p100,1978,0.1035,usa
p99p100,1979,0.1086,usa
p99p100,1980,0.1042,usa
p99p100,1981,0.1067,usa
p99p100,1982,0.1099,usa
p99p100,1983,0.115,usa
p99p100,1984,0.1215,usa
p99p100,1985,0.1227,usa
p99p100,1986,0.1198,usa
p99p100,1987,0.1324,usa
p99p100,1988,0.1521,usa
p99p100,1989,0.1469,usa
p99p100,1990,0.1471,usa
p99p100,1991,0.1365,usa
p99p100,1992,0.1468,usa
p99p100,1993,0.1415,usa
p99p100,1994,0.1402,usa
p99p100,1995,0.1452,usa
p99p100,1996,0.1525,usa
p99p100,1997,0.16,usa
p99p100,1998,0.1632,usa
p99p100,1999,0.1676,usa
p99p100,2000,0.1734,usa
p99p100,2001,0.1659,usa
p99p100,2002,0.161,usa
p99p100,2003,0.1632,usa
p99p100,2004,0.1706,usa
p99p100,2005,0.1806,usa
p99p100,2006,0.1852,usa
p99p100,2007,0.1838,usa
p99p100,2008,0.1793,usa
p99p100,2009,0.167,usa
p99p100,2010,0.1789,usa
p99p100,2011,0.1808,usa
p99p100,2012,0.1949,usa
p99p100,2013,0.1846,usa
p99p100,2014,0.1897,usa
p99p100,2015,0.1889,usa
p99p100,2016,0.1866,usa
p99p100,2017,0.1905,usa
p99p100,2018,0.1924,usa
p99p100,2019,0.1904,usa
p99p100,2020,0.1817,usa
p99p100,2021,0.1988,usa
p99p100,2022,0.2073,usa
p99p100,2023,0.2073,usa
